concept_id,domain,domain_zh,subdomain,subdomain_zh,concept_zh,concept_en,concept_type,capability_label,priority,risk_reason,static_shortcut_risk,video_availability_guess,accepted_answers_json,direct_answer_question,retrieval_query_seed,concept_validity_tier,tier_reason,recommended_answer_en,recommended_answer_zh,production_gate
vdcr_concept_0202,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,裂流出海通道形成,Rip Current Channel Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Rip Current Channel Formation"", ""裂流出海通道形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rip Current Channel Formation,strict_main_candidate,usable_only_after_video_specific_gate,Rip Current Channel Formation,裂流出海通道形成,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0203,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,沿岸漂移,Longshore Drift,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,high,medium,"[""Longshore Drift"", ""沿岸漂移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Longshore Drift,defer_or_remove,high_static_scene_shortcut_and_often_requires_annotation,Longshore Drift,沿岸漂移,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0204,earth_environmental_systems,地球环境过程,earth_family_02,水文、河流与海岸动力学,内波传播,Internal Wave Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Internal Wave Propagation"", ""内波传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Internal Wave Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Internal Wave Propagation,内波传播,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0205,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,断层破裂传播,Fault Rupture Propagation,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Fault Rupture Propagation"", ""断层破裂传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Fault Rupture Propagation,defer_or_remove,typically_requires_instrumented_or_simulation_context,Fault Rupture Propagation,断层破裂传播,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0206,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,旋转滑塌,Rotational Slump Failure,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Rotational Slump Failure"", ""旋转滑塌""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rotational Slump Failure,strict_main_candidate,usable_only_after_video_specific_gate,Rotational Slump Failure,旋转滑塌,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0207,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,土壤液化,Seismic Soil Liquefaction,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Seismic Soil Liquefaction"", ""土壤液化""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Seismic Soil Liquefaction,strict_main_candidate,usable_only_after_video_specific_gate,Seismic Soil Liquefaction,土壤液化,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0208,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,后退式滑塌,Retrogressive Slump Failure,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Retrogressive Slump Failure"", ""后退式滑塌""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Retrogressive Slump Failure,strict_main_candidate,usable_only_after_video_specific_gate,Retrogressive Slump Failure,后退式滑塌,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0209,earth_environmental_systems,地球环境过程,earth_family_03,地质变形与质量流失稳,泥石流脉冲推进,Debris-Flow Surge Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Debris-Flow Surge Propagation"", ""泥石流脉冲推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Debris-Flow Surge Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Debris-Flow Surge Propagation,泥石流脉冲推进,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0210,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,火山碎屑密度流,Pyroclastic Density Current,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Pyroclastic Density Current"", ""火山碎屑密度流""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pyroclastic Density Current,core_main,strong_named_temporal_signature,Pyroclastic Density Current,火山碎屑密度流,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0211,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,绳状熔岩形成,Pahoehoe Lava Roping,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Pahoehoe Lava Roping"", ""绳状熔岩形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pahoehoe Lava Roping,core_main,strong_named_temporal_signature,Pahoehoe Lava Roping,绳状熔岩形成,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0212,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,阿阿熔岩前缘推进,Aa Lava Front Advance,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Aa Lava Front Advance"", ""阿阿熔岩前缘推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Aa Lava Front Advance,strict_main_candidate,usable_only_after_video_specific_gate,Aa Lava Front Advance,阿阿熔岩前缘推进,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0213,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,熔岩穹丘崩塌,Lava Dome Collapse,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Lava Dome Collapse"", ""熔岩穹丘崩塌""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Lava Dome Collapse,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Lava Dome Collapse,熔岩穹丘崩塌,must_show_dome_instability_collapse_and_pyroclastic_or_plume_response_sequence
vdcr_concept_0214,earth_environmental_systems,地球环境过程,earth_family_04,火山与熔岩动力学,喷发柱坍塌,Eruption Column Collapse,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Eruption Column Collapse"", ""喷发柱坍塌""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Eruption Column Collapse,strict_main_candidate,usable_only_after_video_specific_gate,Eruption Column Collapse,喷发柱坍塌,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0215,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰川塑性蠕变,Glacier Creep,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Glacier Creep"", ""冰川塑性蠕变""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Glacier Creep,defer_or_remove,too_long_timescale_visual_evidence_likely_source_dependent,Glacier Creep,冰川塑性蠕变,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0216,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰川基底滑动,Basal Sliding,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,low,"[""Basal Sliding"", ""冰川基底滑动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Basal Sliding,defer_or_remove,too_long_timescale_visual_evidence_likely_source_dependent,Basal Sliding,冰川基底滑动,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0217,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰裂隙扩展,Crevasse Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Crevasse Propagation"", ""冰裂隙扩展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Crevasse Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Crevasse Propagation,冰裂隙扩展,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0218,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰崖崩解,Ice Cliff Calving,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Ice Cliff Calving"", ""冰崖崩解""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Ice Cliff Calving,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Ice Cliff Calving,冰崖崩解,must_show_crack_or_instability_then_ice_cliff_detachment_and_fall_sequence
vdcr_concept_0219,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,板状雪崩释放,Slab Avalanche Release,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Slab Avalanche Release"", ""板状雪崩释放""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Slab Avalanche Release,core_main,strong_named_temporal_signature,Slab Avalanche Release,板状雪崩释放,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0220,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,雪板冠状裂缝传播,Snow Slab Crown Crack Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Snow Slab Crown Crack Propagation"", ""雪板冠状裂缝传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Snow Slab Crown Crack Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Snow Slab Crown Crack Propagation,雪板冠状裂缝传播,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0221,earth_environmental_systems,地球环境过程,earth_family_05,冰冻圈与冰川动力学,冰川跃动,Glacier Surge,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Glacier Surge"", ""冰川跃动""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Glacier Surge,extension,long_timescale_and_source_context_heavy,Glacier Surge,冰川跃动,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0222,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,火旋风涡旋形成,Fire-Whirl Vortex Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,high,medium,"[""Fire-Whirl Vortex Formation"", ""火旋风涡旋形成"", ""Fire Whirl"", ""火旋风""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Fire-Whirl Vortex Formation,strict_main_candidate,usable_only_after_video_specific_gate,Fire-Whirl Vortex Formation,火旋风涡旋形成,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0223,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,树冠火转变,Crown Fire Transition,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Crown Fire Transition"", ""树冠火转变""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Crown Fire Transition,strict_main_candidate,usable_only_after_video_specific_gate,Crown Fire Transition,树冠火转变,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0224,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,飞火传播,Spot Fire Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Spot Fire Propagation"", ""飞火传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spot Fire Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Spot Fire Propagation,飞火传播,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0225,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,烟羽对流上升,Convective Smoke Plume Rise,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Convective Smoke Plume Rise"", ""烟羽对流上升""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Convective Smoke Plume Rise,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Buoyancy-Driven Smoke Plume Rise,浮力驱动烟羽上升,must_show_buoyancy_driven_plume_generation_rise_and_expansion_not_just_smoke
vdcr_concept_0226,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,阵风驱动火线推进,Wind-Driven Fire-Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Wind-Driven Fire-Front Propagation"", ""阵风驱动火线推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Wind-Driven Fire-Front Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Wind-Driven Fire-Front Propagation,阵风驱动火线推进,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0227,earth_environmental_systems,地球环境过程,earth_family_06,野火与烟羽动力学,火积云发展,Pyrocumulus Development,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Pyrocumulus Development"", ""火积云发展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Pyrocumulus Development,strict_main_candidate,usable_only_after_video_specific_gate,Pyrocumulus Development,火积云发展,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0228,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,沙粒跃移,Aeolian Saltation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Aeolian Saltation"", ""沙粒跃移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Aeolian Saltation,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Aeolian Saltation,沙粒跃移,must_show_near_ground_grain_hopping_transport_not_generic_dust_or_wind
vdcr_concept_0229,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,风成波纹形成,Aeolian Ripple Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Aeolian Ripple Formation"", ""风成波纹形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Aeolian Ripple Formation,strict_main_candidate,usable_only_after_video_specific_gate,Aeolian Ripple Formation,风成波纹形成,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0230,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,新月形沙丘迁移,Barchan Dune Migration,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Barchan Dune Migration"", ""新月形沙丘迁移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Barchan Dune Migration,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Barchan Dune Migration,新月形沙丘迁移,must_show_real_time_lapse_dune_translation_not_static_aerial_flyover
vdcr_concept_0231,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,沙丘雪崩面滑移,Dune Slip-Face Avalanche,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Dune Slip-Face Avalanche"", ""沙丘雪崩面滑移""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Dune Slip-Face Avalanche,strict_main_candidate,usable_only_after_video_specific_gate,Dune Slip-Face Grain Avalanche,沙丘滑移面颗粒雪崩,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0232,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,尘暴锋面推进,Dust Storm Front Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Dust Storm Front Propagation"", ""尘暴锋面推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Dust Storm Front Propagation,strict_main_candidate,usable_only_after_video_specific_gate,Dust Storm Front Propagation,尘暴锋面推进,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0233,earth_environmental_systems,地球环境过程,earth_family_07,风沙与沙丘动力学,风沙流分选,Aeolian Granular Sorting,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Aeolian Granular Sorting"", ""风沙流分选""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Aeolian Granular Sorting,strict_main_candidate,usable_only_after_video_specific_gate,Aeolian Granular Sorting,风沙流分选,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0234,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,卷破波,Plunging Breaker,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,high,medium,"[""Plunging Breaker"", ""卷破波""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Plunging Breaker,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Plunging Breaker,卷破波,must_show_crest_steepening_overturning_entrainment_and_breaking_sequence
vdcr_concept_0235,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,潮汐涌浪,Tidal Bore,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Tidal Bore"", ""潮汐涌浪""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Tidal Bore,core_main,strong_named_temporal_signature,Tidal Bore,潮汐涌浪,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0236,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,风暴潮推进,Storm Surge Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Storm Surge Propagation"", ""风暴潮推进""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Storm Surge Propagation,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Storm Surge Propagation,风暴潮推进,must_show_water_level_or_inundation_front_progression_not_only_path_map_or_warning_overlay
vdcr_concept_0237,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,近岸裂流形成,Rip Current Formation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Rip Current Formation"", ""近岸裂流形成""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rip Current Formation,strict_main_candidate,usable_only_after_video_specific_gate,Rip Current Formation,近岸裂流形成,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0238,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,波浪折射,Wave Refraction,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Wave Refraction"", ""波浪折射""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Wave Refraction,extension,often_clean_only_as_teaching_animation_or_simulation,Wave Refraction,波浪折射,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0239,earth_environmental_systems,地球环境过程,earth_family_08,海洋波浪与海岸过程,海蚀崖后退,Sea-Cliff Retreat,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Sea-Cliff Retreat"", ""海蚀崖后退""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Sea-Cliff Retreat,defer_or_remove,too_long_timescale_visual_evidence_likely_source_dependent,Sea-Cliff Retreat,海蚀崖后退,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0240,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,沟蚀扩展,Gully Headcut Retreat,自然动态机制,dynamic_mechanism_concept,A,strong_temporal_signature_and_named_dynamic_concept,medium,medium,"[""Gully Headcut Retreat"", ""沟蚀扩展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Gully Headcut Retreat,core_main,strong_named_temporal_signature,Gully Headcut Retreat,沟蚀扩展,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0241,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,溯源侵蚀,Headward Erosion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Headward Erosion"", ""溯源侵蚀""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Headward Erosion,strict_main_candidate,usable_only_after_video_specific_gate,Headward Erosion,溯源侵蚀,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0242,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,三角洲分流改道,Delta Lobe Avulsion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Delta Lobe Avulsion"", ""三角洲分流改道""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Delta Lobe Avulsion,strict_main_candidate,usable_only_after_video_specific_gate,Delta Lobe Avulsion,三角洲分流改道,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0243,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,海岸沙嘴延伸,Spit Progradation,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Spit Progradation"", ""海岸沙嘴延伸""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Spit Progradation,defer_or_remove,too_long_timescale_visual_evidence_likely_source_dependent,Spit Progradation,海岸沙嘴延伸,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0244,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,冲沟网络扩展,Rill Network Expansion,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Rill Network Expansion"", ""冲沟网络扩展""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Rill Network Expansion,strict_main_candidate,usable_only_after_video_specific_gate,Rill Network Expansion,冲沟网络扩展,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0245,earth_environmental_systems,地球环境过程,earth_family_09,坡面侵蚀与地貌演化,泥沙重力流分层,Stratified Sediment Gravity Flow,自然动态机制,dynamic_mechanism_concept,C,likely_requires_simulation_instrumentation_or_long_timescale_review,medium,medium,"[""Stratified Sediment Gravity Flow"", ""泥沙重力流分层""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Stratified Sediment Gravity Flow,defer_or_remove,often_requires_instrumented_or_cross_section_evidence,Stratified Sediment Gravity Flow,泥沙重力流分层,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_concept_0246,chemistry_materials_change,物质变化机制,materials_family_06,相分离与粗化动力学,冻结诱导相分离,Freeze-Induced Phase Separation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Freeze-Induced Phase Separation"", ""冻结诱导相分离""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Freeze-Induced Phase Separation,strict_main_candidate,usable_only_after_video_specific_gate,Freeze-Induced Phase Separation,冻结诱导相分离,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0247,earth_environmental_systems,地球环境过程,earth_family_10,地球物理与地震波动力学,地震波传播,Seismic Wave Propagation,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Seismic Wave Propagation"", ""地震波传播""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Seismic Wave Propagation,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Seismic Wave Propagation,地震波传播,must_show_wavefront_or_ground_motion_propagating_outward_over_time_not_only_static_map_or_epicenter_marker
vdcr_concept_0248,physics_physical_systems,自然物理规律,physics_family_09,低雷诺数层流与可逆性,斯托克斯流运动学可逆性,Stokes Flow Kinematic Reversibility,自然动态机制,dynamic_mechanism_concept,B,usable_candidate_requires_video_availability_and_static_shortcut_review,medium,medium,"[""Stokes Flow Kinematic Reversibility"", ""Kinematic Reversibility"", ""Low-Reynolds-Number Flow Reversibility"", ""Stokes Flow Reversibility"", ""斯托克斯流运动学可逆性"", ""低雷诺数流动可逆性""]",Which named dynamic concept is instantiated by the temporally evolving process in this video?,Stokes Flow Kinematic Reversibility,strict_main_candidate,valid_name_but_requires_extra_visual_gate,Stokes Flow Kinematic Reversibility,斯托克斯流运动学可逆性,must_show_forward_laminar_deformation_or_mixing_followed_by_reverse_motion_restoring_the_pattern_not_only_static_colored_fluid
