search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes,capability_label,dynamic_concept_id,dynamic_concept,capability_queue_rank
river meander migration time lapse,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,A channel bend shifts laterally or cutbank/point-bar changes over time.,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_MEANDER_001; linked_principle_id=EAR_HYD_001; aliases=river meander migration; cutbank erosion point bar deposition; reject=Reject static aerial images without change over time.; hard_negative_concepts=straight runoff; delta growth; debris flow,DCR,DCR_EAR_MEANDER_001,meander migration,48
cloud formation convection time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,"Clouds initiate, rise, billow, and deepen vertically.",principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band; capability_label=DMR,principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band; capability_label=DMR,DMR,,,49
cumulus cloud tower growth time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,"Clouds initiate, rise, billow, and deepen vertically.",principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band; capability_label=DMR,principle_id=EAR_WEA_001; priority=core; reject=Reject scenic clouds drifting with no growth or vertical development.; hard_negative_family=fog advection; smoke plume; rain band; capability_label=DMR,DMR,,,50
downburst time lapse storm video,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,weather_and_atmospheric_dynamics,0,60,Cloud or precipitation core descends and surface outflow spreads radially.,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,capability_label=DCR; dynamic_concept_id=DCR_EAR_DOWN_001; linked_principle_id=EAR_WEA_001; aliases=microburst; descending storm outflow; reject=Reject clips without descending/outward flow evidence.; hard_negative_concepts=tornado; supercell rotation; ordinary rain shaft,DCR,DCR_EAR_DOWN_001,downburst,51
vacuum filtration filter cake formation video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,filtration_and_separation,0,60,Filtrate passes through while a solid cake accumulates upstream.,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion; capability_label=DMR,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion; capability_label=DMR,DMR,,,52
pressure filtration porous media video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,filtration_and_separation,0,60,Filtrate passes through while a solid cake accumulates upstream.,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion; capability_label=DMR,principle_id=ENG_SEP_001; priority=core; reject=Reject final filtered beakers without cake formation or fluid passage.; hard_negative_family=sedimentation; sieving; diffusion; capability_label=DMR,DMR,,,53
filter cake formation video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,filtration_and_separation,0,60,A visible layer grows on the filter while filtrate flow changes.,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,capability_label=DCR; dynamic_concept_id=DCR_ENG_FIL_001; linked_principle_id=ENG_SEP_001; aliases=cake filtration; filter clogging front; reject=Reject clips showing only clean or final dirty filters.; hard_negative_concepts=sedimentation; simple pouring; centrifugation,DCR,DCR_ENG_FIL_001,filter cake formation,54
four bar linkage motion conversion video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,"Input crank rotates while output point follows a bounded, straight, oscillating, or pick-and-place trajectory.",principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation; capability_label=DMR,principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation; capability_label=DMR,DMR,,,55
crank rocker linkage output path video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,"Input crank rotates while output point follows a bounded, straight, oscillating, or pick-and-place trajectory.",principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation; capability_label=DMR,principle_id=ENG_MCH_001; priority=core; reject=Reject pure physics pendulums or animations without input-output transformation.; hard_negative_family=gear train; cam follower; free rotation; capability_label=DMR,DMR,,,56
machining chatter vibration video,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,machines_control_and_failure_modes,0,60,Tool or workpiece oscillates visibly with changing sound/surface pattern.,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,capability_label=DCR; dynamic_concept_id=DCR_ENG_CHATTER_001; linked_principle_id=ENG_FAIL_001; aliases=chatter vibration; regenerative chatter; reject=Reject clips with only final surface marks and no dynamic vibration.; hard_negative_concepts=steady cutting; built-up edge; resonance demo without cutting,DCR,DCR_ENG_CHATTER_001,machining chatter,57
fluid mixing dye visualization video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,mixing_dispersion_and_wetting,0,60,Colored fluids or particles are stretched into filaments and distributed through the volume.,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing; capability_label=DMR,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing; capability_label=DMR,DMR,,,58
static mixer dye stretching folding video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,mixing_dispersion_and_wetting,0,60,Colored fluids or particles are stretched into filaments and distributed through the volume.,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing; capability_label=DMR,principle_id=ENG_MIX_001; priority=core; reject=Reject final homogeneous mixtures without mixing trajectory.; hard_negative_family=molecular diffusion only; precipitation; laminar reversible mixing; capability_label=DMR,DMR,,,59
valve flow control transparent video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Valve position changes are followed by flow-rate, jet, or level changes.",principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon; capability_label=DMR,principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon; capability_label=DMR,DMR,,,60
flow control valve pressure drop video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Valve position changes are followed by flow-rate, jet, or level changes.",principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon; capability_label=DMR,principle_id=ENG_PRS_001; priority=core; reject=Reject static valve cutaways without fluid response.; hard_negative_family=Venturi physics only; pump; siphon; capability_label=DMR,DMR,,,61
cavitation propeller slow motion,engineering_operational_systems,__construct_after_dcr_video_gate__,engineering_operational_systems,pressure_flow_and_process_control,0,60,"Bubbles appear near a propeller, valve, or pump and collapse or cloud dynamically.",capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,capability_label=DCR; dynamic_concept_id=DCR_ENG_CAV_001; linked_principle_id=ENG_PRS_001; aliases=pump cavitation; vapor bubble collapse; propeller cavitation; reject=Reject clips with injected air bubbles but no pressure-driven collapse.; hard_negative_concepts=gas evolution; boiling; aeration,DCR,DCR_ENG_CAV_001,cavitation,62
hot forging plastic deformation video,engineering_operational_systems,__construct_after_principle_video_gate__,engineering_operational_systems,thermal_process_control,0,60,Heated workpiece deforms progressively under hammer/press blows.,principle_id=ENG_THM_001; priority=core; reject=Reject cold hammering or decorative final shapes without deformation sequence.; hard_negative_family=thermal expansion; cutting; welding; capability_label=DMR,principle_id=ENG_THM_001; priority=core; reject=Reject cold hammering or decorative final shapes without deformation sequence.; hard_negative_family=thermal expansion; cutting; welding; capability_label=DMR,DMR,,,63
